age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
56,retired,married,tertiary,no,281,no,no,cellular,3,96,2,-1,0,unknown,yes
32,blue-collar,single,secondary,no,1047,no,no,cellular,21,89,2,-1,0,unknown,no
43,entrepreneur,married,secondary,no,860,yes,yes,cellular,15,131,5,-1,0,unknown,no
44,management,married,tertiary,no,-692,no,yes,cellular,21,52,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,26,no,no,telephone,6,31,5,-1,0,unknown,no
53,blue-collar,divorced,secondary,no,-376,yes,no,cellular,9,90,2,-1,0,unknown,no
43,management,single,tertiary,no,1046,no,no,unknown,9,901,1,-1,0,unknown,yes
41,services,married,secondary,no,804,yes,no,unknown,20,127,8,-1,0,unknown,no
54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,257,3,-1,0,unknown,yes
60,admin.,married,secondary,no,7336,no,no,cellular,31,494,1,-1,0,unknown,no
44,entrepreneur,married,tertiary,no,121,no,no,cellular,9,248,1,91,1,success,yes
32,services,single,secondary,no,1364,yes,yes,unknown,17,85,5,-1,0,unknown,no
32,admin.,single,secondary,no,781,no,no,cellular,20,305,1,-1,0,unknown,no
31,management,married,tertiary,no,242,yes,no,cellular,9,106,4,-1,0,unknown,no
41,unemployed,married,primary,yes,-581,yes,no,unknown,8,218,2,-1,0,unknown,no
79,retired,married,secondary,no,4738,no,no,telephone,9,151,5,-1,0,unknown,no
39,management,single,tertiary,no,5073,yes,no,cellular,12,1182,1,286,4,failure,yes
37,blue-collar,married,secondary,no,949,yes,no,cellular,15,302,1,-1,0,unknown,no
36,blue-collar,single,tertiary,no,1830,no,no,cellular,14,183,1,91,11,failure,no
40,blue-collar,married,secondary,no,876,no,no,unknown,16,208,1,-1,0,unknown,no
59,retired,married,primary,no,1085,no,no,unknown,16,191,1,-1,0,unknown,no
49,technician,married,secondary,no,673,yes,no,cellular,19,501,2,-1,0,unknown,no
35,unemployed,divorced,tertiary,no,8903,yes,no,cellular,15,171,1,175,6,failure,no
33,management,married,secondary,no,67,yes,yes,unknown,23,316,4,-1,0,unknown,no
25,blue-collar,single,secondary,no,-392,yes,no,cellular,7,346,1,-1,0,unknown,no
56,blue-collar,married,primary,no,547,no,no,unknown,9,84,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,593,yes,no,cellular,17,182,2,-1,0,unknown,no
39,management,single,tertiary,no,-85,yes,no,unknown,8,423,2,-1,0,unknown,no
30,admin.,single,secondary,no,-213,yes,yes,unknown,27,751,1,-1,0,unknown,yes
60,unemployed,married,secondary,no,1047,no,no,cellular,27,173,3,279,4,success,yes
28,technician,single,secondary,no,981,yes,no,cellular,24,225,1,-1,0,unknown,no
33,admin.,married,tertiary,no,0,yes,yes,cellular,9,389,3,-1,0,unknown,no
48,unemployed,married,secondary,no,817,no,no,cellular,14,517,1,282,4,success,yes
48,technician,single,secondary,no,9131,yes,no,unknown,14,902,5,-1,0,unknown,no
30,technician,single,tertiary,no,187,no,no,cellular,28,66,4,-1,0,unknown,no
58,unknown,married,primary,no,7369,no,no,telephone,4,247,2,-1,0,unknown,no
43,management,divorced,tertiary,no,2367,no,no,cellular,1,114,1,38,2,other,yes
42,admin.,married,secondary,no,445,yes,no,unknown,5,67,1,-1,0,unknown,no
36,technician,married,secondary,no,696,yes,no,cellular,5,590,5,-1,0,unknown,no
41,blue-collar,married,secondary,no,992,yes,yes,cellular,5,335,1,295,3,failure,no
53,management,married,tertiary,no,261,no,no,cellular,19,100,2,-1,0,unknown,no
33,blue-collar,single,tertiary,no,457,yes,no,cellular,30,159,1,191,4,failure,no
43,unknown,single,unknown,no,181,no,no,telephone,28,41,1,-1,0,unknown,no
47,blue-collar,married,secondary,no,235,yes,no,cellular,6,121,1,-1,0,unknown,no
30,self-employed,married,tertiary,no,694,no,no,cellular,7,185,4,-1,0,unknown,no
37,blue-collar,married,secondary,no,1590,no,no,unknown,12,305,2,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,28,262,6,-1,0,unknown,no
28,blue-collar,single,secondary,no,387,yes,no,cellular,13,61,11,282,1,other,no
53,blue-collar,married,primary,no,-1455,yes,no,unknown,23,169,2,-1,0,unknown,no
37,housemaid,married,primary,no,189,no,no,cellular,8,148,4,-1,0,unknown,no
35,technician,married,secondary,no,251,yes,yes,unknown,1,128,3,-1,0,unknown,no
32,management,single,tertiary,no,2974,yes,no,cellular,24,227,1,4,1,failure,yes
32,management,single,tertiary,no,611,yes,yes,cellular,9,353,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,15,133,4,-1,0,unknown,no
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,606,6,-1,0,unknown,yes
57,management,married,tertiary,no,163,no,no,cellular,6,83,3,-1,0,unknown,no
34,management,single,unknown,no,1534,yes,no,cellular,16,156,1,147,7,other,no
28,technician,single,secondary,no,527,yes,no,cellular,29,161,2,265,1,failure,no
32,technician,single,tertiary,no,932,yes,no,cellular,16,944,1,318,1,failure,yes
37,technician,single,secondary,no,-59,yes,no,cellular,22,70,1,-1,0,unknown,no
28,blue-collar,married,secondary,no,339,yes,no,unknown,26,100,2,-1,0,unknown,no
58,services,married,primary,no,443,no,no,telephone,6,41,2,204,1,failure,no
42,technician,divorced,tertiary,no,802,no,no,telephone,28,119,2,-1,0,unknown,no
35,services,married,secondary,no,17,yes,no,cellular,4,110,4,-1,0,unknown,no
39,technician,married,secondary,no,2266,no,no,cellular,18,208,4,-1,0,unknown,yes
56,management,married,tertiary,no,0,no,no,cellular,19,844,2,-1,0,unknown,no
40,technician,married,secondary,no,312,no,no,cellular,25,612,7,-1,0,unknown,yes
37,unemployed,single,secondary,no,443,no,no,cellular,29,1600,1,-1,0,unknown,yes
55,housemaid,divorced,unknown,no,3068,no,no,cellular,7,44,3,-1,0,unknown,no
55,self-employed,married,secondary,no,181,no,no,cellular,4,68,1,-1,0,unknown,no
36,blue-collar,divorced,primary,no,715,no,yes,cellular,28,128,4,-1,0,unknown,no
48,technician,married,secondary,no,0,yes,no,cellular,28,123,1,204,1,failure,no
27,management,single,tertiary,no,377,no,no,cellular,22,91,1,-1,0,unknown,no
48,blue-collar,divorced,primary,no,183,no,no,unknown,9,940,1,-1,0,unknown,yes
41,management,single,tertiary,no,598,yes,no,cellular,17,155,1,-1,0,unknown,no
57,technician,divorced,tertiary,no,96,no,no,cellular,21,913,4,-1,0,unknown,yes
34,blue-collar,single,secondary,no,0,yes,no,cellular,20,525,1,-1,0,unknown,no
45,blue-collar,married,primary,no,676,yes,no,unknown,30,156,4,-1,0,unknown,no
54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,9,11,350,11,other,no
45,admin.,single,tertiary,no,1683,yes,no,cellular,2,277,1,-1,0,unknown,no
36,management,married,tertiary,no,324,no,no,cellular,18,104,4,-1,0,unknown,no
36,blue-collar,married,primary,no,6085,yes,no,unknown,16,186,6,-1,0,unknown,no
38,blue-collar,married,primary,no,406,yes,no,cellular,29,138,1,188,5,failure,no
81,retired,married,primary,no,5220,no,no,telephone,13,135,1,94,2,other,yes
37,admin.,single,secondary,no,569,yes,yes,unknown,6,126,2,-1,0,unknown,no
44,entrepreneur,married,secondary,no,860,yes,yes,cellular,6,96,2,295,5,failure,no
43,technician,divorced,secondary,no,773,yes,no,cellular,17,398,2,-1,0,unknown,no
32,services,single,secondary,no,2478,no,yes,cellular,20,395,1,-1,0,unknown,no
27,unemployed,single,tertiary,no,127,no,no,cellular,3,449,3,-1,0,unknown,no
41,technician,single,tertiary,no,-89,yes,no,cellular,3,195,4,251,4,failure,no
49,self-employed,married,tertiary,no,599,no,no,cellular,12,174,1,-1,0,unknown,no
49,technician,married,secondary,no,412,no,no,cellular,19,1293,8,-1,0,unknown,yes
43,management,married,primary,no,62,yes,no,cellular,18,96,3,-1,0,unknown,no
50,blue-collar,married,primary,no,533,no,no,cellular,21,212,4,-1,0,unknown,no
34,admin.,single,unknown,no,2434,yes,no,unknown,6,218,4,-1,0,unknown,no
30,technician,single,tertiary,no,178,no,no,cellular,17,656,3,-1,0,unknown,yes
60,retired,married,secondary,no,8590,no,no,unknown,5,85,1,-1,0,unknown,no
70,retired,married,secondary,no,2815,no,no,cellular,26,125,2,182,1,failure,no
51,retired,married,secondary,no,35,no,yes,cellular,8,123,4,-1,0,unknown,no
29,management,single,tertiary,no,187,yes,no,cellular,28,154,2,555,2,failure,no
27,services,single,secondary,no,4923,yes,no,unknown,19,57,7,-1,0,unknown,no
58,retired,married,primary,no,0,yes,no,unknown,23,138,6,-1,0,unknown,no
32,admin.,single,secondary,no,103,yes,no,cellular,17,158,1,337,1,other,no
34,management,single,tertiary,no,2093,no,no,cellular,8,371,6,-1,0,unknown,no
29,technician,single,secondary,no,0,no,no,cellular,28,296,1,-1,0,unknown,no
33,unemployed,single,tertiary,no,4874,no,no,telephone,22,363,2,-1,0,unknown,no
53,technician,married,secondary,no,195,yes,no,cellular,19,472,1,90,6,success,yes
50,management,married,tertiary,no,0,yes,no,unknown,6,243,7,-1,0,unknown,no
31,management,single,tertiary,no,177,yes,no,cellular,15,124,1,-1,0,unknown,no
57,retired,married,tertiary,no,11254,no,no,cellular,30,229,2,-1,0,unknown,no
52,services,married,primary,no,171,yes,yes,cellular,31,223,1,-1,0,unknown,no
35,management,single,tertiary,no,0,no,no,cellular,21,183,8,-1,0,unknown,no
29,services,single,secondary,no,487,yes,yes,unknown,9,176,2,-1,0,unknown,no
59,management,married,secondary,no,1083,no,no,cellular,20,125,2,-1,0,unknown,no
30,self-employed,married,tertiary,no,1050,no,no,cellular,21,58,2,-1,0,unknown,no
60,retired,divorced,primary,no,1017,no,no,unknown,9,10,20,-1,0,unknown,no
51,blue-collar,married,secondary,no,518,yes,no,cellular,12,918,1,-1,0,unknown,yes
28,self-employed,single,tertiary,no,0,yes,no,unknown,26,1560,2,-1,0,unknown,yes
57,retired,married,secondary,no,919,yes,yes,unknown,19,408,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,223,yes,no,cellular,11,552,2,301,2,failure,no
31,self-employed,single,secondary,no,0,yes,no,cellular,15,364,2,-1,0,unknown,no
32,management,married,tertiary,no,4945,no,no,cellular,4,160,1,119,2,other,yes
37,blue-collar,married,primary,no,543,yes,no,unknown,21,281,1,-1,0,unknown,no
32,services,single,secondary,no,80,yes,no,telephone,19,475,2,-1,0,unknown,no
73,retired,married,primary,no,508,no,no,cellular,14,154,4,97,1,success,no
40,services,married,secondary,no,1305,no,no,cellular,22,255,1,-1,0,unknown,no
63,retired,married,secondary,no,243,no,no,cellular,31,114,1,-1,0,unknown,no
32,technician,single,secondary,no,6402,yes,no,cellular,6,158,1,167,1,success,no
35,blue-collar,married,primary,no,102,yes,no,unknown,20,1334,1,-1,0,unknown,yes
47,management,divorced,tertiary,no,2105,no,yes,cellular,21,363,1,-1,0,unknown,no
43,management,divorced,tertiary,no,3578,no,no,cellular,29,376,2,-1,0,unknown,no
46,technician,single,secondary,no,0,no,no,cellular,19,42,1,-1,0,unknown,no
30,blue-collar,married,primary,no,124,yes,no,unknown,15,126,4,-1,0,unknown,no
35,admin.,divorced,secondary,no,534,no,no,cellular,7,148,3,-1,0,unknown,no
31,technician,single,tertiary,no,1081,no,no,cellular,24,202,5,261,2,failure,yes
46,unemployed,married,secondary,no,-125,yes,no,unknown,6,23,1,-1,0,unknown,no
42,management,married,tertiary,no,2816,no,no,cellular,10,193,2,-1,0,unknown,yes
46,technician,married,secondary,no,792,no,no,unknown,5,170,2,-1,0,unknown,no
31,technician,single,secondary,no,391,no,no,cellular,13,336,2,-1,0,unknown,no
59,housemaid,married,primary,no,100,no,no,cellular,5,1134,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,478,yes,no,unknown,3,200,1,-1,0,unknown,no
60,admin.,single,secondary,no,860,yes,no,cellular,12,318,1,-1,0,unknown,no
55,retired,married,secondary,no,185,no,no,cellular,28,26,4,-1,0,unknown,no
37,self-employed,divorced,tertiary,no,60,no,yes,unknown,4,426,3,-1,0,unknown,no
48,management,married,unknown,no,375,no,no,cellular,28,290,3,-1,0,unknown,no
53,technician,married,tertiary,no,9001,no,no,cellular,5,170,1,-1,0,unknown,yes
45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,20,871,5,-1,0,unknown,yes
68,retired,married,secondary,no,1146,no,no,cellular,13,356,1,71,5,success,yes
51,admin.,married,secondary,no,-895,yes,no,cellular,20,104,5,-1,0,unknown,no
37,management,married,tertiary,no,0,no,no,cellular,20,179,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-692,yes,no,cellular,16,370,3,282,2,failure,no
45,entrepreneur,married,tertiary,no,98,no,no,cellular,1,761,2,-1,0,unknown,no
27,admin.,single,secondary,no,557,yes,no,cellular,13,466,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,1143,yes,no,cellular,17,264,1,317,1,failure,no
36,blue-collar,married,secondary,no,771,yes,no,unknown,9,213,4,-1,0,unknown,no
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,85,2,240,1,failure,no
32,blue-collar,divorced,secondary,no,-15,yes,yes,cellular,11,132,3,-1,0,unknown,no
39,management,married,tertiary,no,63,yes,no,cellular,16,479,1,330,1,failure,no
48,blue-collar,single,secondary,no,8982,yes,no,unknown,14,628,1,-1,0,unknown,no
35,blue-collar,single,primary,no,1147,yes,yes,telephone,7,29,1,-1,0,unknown,no
62,management,divorced,tertiary,no,1619,no,no,cellular,19,534,1,-1,0,unknown,no
18,student,single,unknown,no,348,no,no,cellular,5,443,4,-1,0,unknown,yes
30,admin.,single,tertiary,no,267,no,no,cellular,2,124,1,-1,0,unknown,no
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,178,6,-1,0,unknown,no
42,housemaid,married,tertiary,no,-560,yes,yes,cellular,9,630,4,-1,0,unknown,no
42,management,married,tertiary,no,-100,yes,no,cellular,15,87,5,-1,0,unknown,no
59,retired,married,unknown,yes,-114,no,yes,cellular,9,611,2,-1,0,unknown,no
57,retired,married,tertiary,no,0,yes,yes,unknown,28,648,1,-1,0,unknown,yes
38,services,single,tertiary,no,1418,no,no,cellular,29,52,1,-1,0,unknown,no
28,technician,married,tertiary,no,858,yes,no,cellular,17,602,1,-1,0,unknown,no
38,services,married,secondary,no,0,yes,yes,cellular,11,184,2,-1,0,unknown,no
56,admin.,divorced,secondary,no,279,yes,no,cellular,11,288,2,-1,0,unknown,no
58,management,married,secondary,no,139,no,no,cellular,27,188,1,161,2,other,no
36,management,married,tertiary,no,0,yes,no,cellular,8,308,3,-1,0,unknown,yes
37,management,married,unknown,no,247,no,no,cellular,9,366,1,-1,0,unknown,no
57,admin.,married,secondary,no,1218,no,no,cellular,29,214,7,-1,0,unknown,no
42,management,single,tertiary,no,2032,yes,no,cellular,24,1173,4,-1,0,unknown,no
43,blue-collar,married,primary,no,8,no,no,telephone,7,245,5,-1,0,unknown,no
47,technician,divorced,secondary,no,129,no,no,cellular,2,110,2,222,2,failure,no
29,admin.,married,secondary,no,688,yes,no,unknown,21,211,1,-1,0,unknown,no
60,housemaid,married,secondary,no,0,no,no,telephone,4,153,1,1,7,success,no
39,blue-collar,married,secondary,no,0,yes,no,unknown,6,262,1,-1,0,unknown,no
36,blue-collar,married,unknown,no,-389,yes,no,unknown,14,76,9,-1,0,unknown,no
59,management,single,tertiary,no,911,no,yes,unknown,5,172,2,-1,0,unknown,no
44,blue-collar,married,primary,no,-337,yes,no,cellular,20,326,3,-1,0,unknown,no
39,retired,divorced,primary,no,284,no,no,telephone,31,180,8,-1,0,unknown,no
75,retired,married,primary,no,1765,no,no,telephone,11,282,2,181,2,success,no
37,housemaid,married,primary,no,0,no,no,cellular,29,17,12,-1,0,unknown,no
31,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,134,1,-1,0,unknown,no
50,management,married,tertiary,no,332,yes,no,unknown,2,68,4,-1,0,unknown,no
51,services,married,secondary,no,107,yes,no,telephone,13,99,2,369,4,failure,no
43,admin.,married,secondary,no,-879,yes,no,unknown,20,199,4,-1,0,unknown,no
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,522,1,174,1,success,yes
55,admin.,married,unknown,no,98,no,yes,cellular,28,214,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,0,no,no,unknown,19,238,1,-1,0,unknown,no
38,services,married,secondary,no,5293,yes,no,cellular,11,475,1,171,6,failure,yes
58,retired,married,primary,no,565,no,no,telephone,8,153,1,93,1,success,yes
30,admin.,married,secondary,no,222,no,no,telephone,14,343,9,-1,0,unknown,no
31,management,single,tertiary,no,147,no,no,cellular,9,163,2,92,3,success,yes
48,technician,married,tertiary,no,58,yes,no,cellular,12,110,2,-1,0,unknown,no
43,management,single,primary,yes,-39,yes,no,cellular,31,9,23,-1,0,unknown,no
38,technician,single,secondary,no,1130,no,no,cellular,4,96,2,98,1,success,yes
40,unemployed,married,primary,no,1908,yes,no,cellular,5,1661,2,-1,0,unknown,yes
59,services,single,secondary,no,0,no,no,cellular,22,320,1,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,880,yes,yes,unknown,4,112,1,-1,0,unknown,no
54,unemployed,married,tertiary,no,0,no,yes,unknown,3,188,1,-1,0,unknown,no
73,retired,married,tertiary,no,443,no,no,cellular,5,133,2,-1,0,unknown,no
70,retired,married,secondary,no,2626,no,no,cellular,2,140,2,-1,0,unknown,yes
30,management,single,tertiary,no,536,no,no,cellular,14,362,2,91,2,success,yes
40,blue-collar,married,primary,no,-35,yes,no,cellular,18,194,3,-1,0,unknown,no
47,services,married,secondary,no,795,yes,no,unknown,29,42,3,-1,0,unknown,no
37,blue-collar,single,secondary,no,336,yes,no,unknown,12,152,5,-1,0,unknown,no
50,admin.,married,secondary,no,2971,no,no,cellular,9,722,2,-1,0,unknown,no
50,admin.,single,secondary,no,26,no,yes,telephone,24,179,4,-1,0,unknown,no
34,management,married,tertiary,no,2599,no,no,cellular,16,95,1,200,2,success,no
73,retired,married,unknown,no,519,no,no,telephone,26,270,3,133,2,success,yes
77,unknown,married,unknown,no,397,no,no,telephone,7,300,3,-1,0,unknown,yes
40,services,married,secondary,no,1836,yes,no,cellular,12,750,2,-1,0,unknown,yes
40,admin.,divorced,secondary,no,274,yes,yes,cellular,25,53,4,-1,0,unknown,no
52,self-employed,single,secondary,no,207,no,yes,cellular,18,179,1,-1,0,unknown,no
45,management,divorced,tertiary,no,24598,yes,no,unknown,5,313,3,-1,0,unknown,no
40,retired,single,secondary,no,1734,yes,no,unknown,3,123,4,-1,0,unknown,no
26,technician,single,tertiary,no,11862,no,no,cellular,13,119,1,-1,0,unknown,yes
53,technician,married,secondary,no,472,yes,yes,unknown,20,325,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,326,yes,no,unknown,14,35,2,-1,0,unknown,no
36,management,married,secondary,no,565,no,no,cellular,27,300,1,-1,0,unknown,yes
42,admin.,married,secondary,no,16517,no,no,cellular,15,549,5,203,4,failure,no
30,technician,single,tertiary,no,91,yes,yes,cellular,10,179,1,-1,0,unknown,no
34,technician,single,secondary,no,-329,yes,no,unknown,27,280,1,-1,0,unknown,no
34,management,divorced,tertiary,no,140,no,no,cellular,22,80,4,-1,0,unknown,no
30,technician,single,secondary,no,160,no,no,cellular,14,90,2,-1,0,unknown,no
30,student,single,secondary,no,3096,no,no,cellular,2,226,3,188,1,failure,no
37,blue-collar,single,secondary,no,90,yes,no,cellular,17,416,1,340,5,failure,no
51,services,divorced,secondary,no,242,no,yes,cellular,14,1336,4,-1,0,unknown,yes
32,management,married,tertiary,no,-383,yes,no,unknown,27,241,1,-1,0,unknown,no
35,management,married,tertiary,no,1471,yes,yes,cellular,13,236,3,-1,0,unknown,no
46,entrepreneur,divorced,tertiary,no,148,yes,no,cellular,18,61,3,350,5,other,no
56,retired,married,secondary,no,1333,no,no,cellular,28,17,14,-1,0,unknown,no
48,management,married,secondary,no,4415,yes,no,cellular,8,1032,3,141,7,failure,yes
38,blue-collar,married,primary,no,0,yes,no,cellular,8,583,2,-1,0,unknown,no
44,technician,married,secondary,no,331,yes,no,cellular,20,256,4,-1,0,unknown,no
32,services,divorced,secondary,no,4612,yes,no,cellular,24,937,4,-1,0,unknown,no
61,retired,divorced,secondary,no,410,no,yes,cellular,31,470,4,-1,0,unknown,no
44,blue-collar,married,primary,no,1139,no,yes,cellular,8,155,2,-1,0,unknown,no
49,management,married,tertiary,no,2881,no,no,cellular,2,120,3,-1,0,unknown,yes
32,technician,single,tertiary,no,1094,yes,no,cellular,11,207,7,-1,0,unknown,no
52,technician,married,unknown,no,2709,yes,no,telephone,9,48,7,-1,0,unknown,no
33,blue-collar,married,primary,no,208,yes,no,cellular,16,284,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,2647,yes,no,cellular,9,494,1,-1,0,unknown,no
60,technician,married,primary,no,65,yes,no,unknown,9,1028,2,-1,0,unknown,yes
50,management,married,tertiary,no,311,no,no,cellular,4,124,5,-1,0,unknown,no
79,retired,married,primary,no,1058,no,no,telephone,17,564,5,-1,0,unknown,no
35,services,married,secondary,no,63,no,yes,cellular,10,480,4,-1,0,unknown,no
29,blue-collar,married,primary,no,111,yes,no,cellular,6,14,11,-1,0,unknown,no
30,admin.,married,primary,no,624,yes,no,cellular,15,212,2,368,1,failure,no
31,self-employed,married,tertiary,no,322,yes,no,unknown,8,159,1,-1,0,unknown,no
32,technician,single,secondary,no,3586,no,no,cellular,18,71,3,-1,0,unknown,no
32,services,married,secondary,no,11512,yes,no,cellular,20,301,1,183,1,failure,no
38,self-employed,single,secondary,no,4056,no,no,unknown,11,69,2,-1,0,unknown,no
38,management,married,tertiary,no,0,yes,no,cellular,30,571,1,-1,0,unknown,yes
33,services,single,secondary,no,152,yes,no,cellular,25,202,2,365,2,success,yes
44,management,divorced,tertiary,yes,-26,no,no,cellular,22,92,4,-1,0,unknown,no
46,self-employed,married,tertiary,no,0,yes,yes,cellular,17,258,1,-1,0,unknown,no
39,admin.,married,secondary,no,168,no,no,cellular,6,96,1,-1,0,unknown,no
34,management,single,tertiary,no,5,no,no,cellular,18,370,2,-1,0,unknown,yes
45,entrepreneur,married,secondary,no,4688,no,no,cellular,7,112,10,-1,0,unknown,no
50,unemployed,married,secondary,no,297,yes,no,cellular,31,29,10,-1,0,unknown,no
58,admin.,married,secondary,no,1464,yes,yes,unknown,5,53,29,-1,0,unknown,no
30,technician,single,secondary,no,102,yes,no,unknown,7,614,2,-1,0,unknown,no
29,management,married,tertiary,no,266,yes,no,cellular,29,103,2,-1,0,unknown,no
42,services,married,secondary,no,0,yes,no,cellular,9,431,1,-1,0,unknown,no
25,management,single,tertiary,no,2305,no,no,cellular,30,193,1,86,1,failure,no
27,technician,single,secondary,no,1842,yes,yes,cellular,18,687,2,300,1,failure,no
41,admin.,single,secondary,no,30,yes,no,unknown,14,211,3,-1,0,unknown,no
35,admin.,single,secondary,no,1087,no,no,cellular,5,110,1,-1,0,unknown,no
53,admin.,married,secondary,no,-197,yes,yes,unknown,15,178,1,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,19,314,2,124,1,failure,no
38,management,single,tertiary,no,0,no,no,cellular,29,95,2,-1,0,unknown,no
37,services,married,secondary,no,4151,yes,yes,cellular,30,543,4,-1,0,unknown,yes
50,entrepreneur,married,secondary,no,0,yes,yes,cellular,17,344,1,-1,0,unknown,no
31,admin.,single,secondary,no,437,yes,yes,unknown,4,173,14,-1,0,unknown,no
38,technician,married,secondary,no,258,no,no,cellular,27,181,4,-1,0,unknown,no
35,technician,divorced,secondary,no,2777,yes,no,cellular,7,633,1,-1,0,unknown,no
59,unemployed,married,tertiary,no,6,yes,no,cellular,9,275,1,-1,0,unknown,no
59,retired,married,secondary,no,1887,no,no,cellular,28,88,8,-1,0,unknown,no
24,unemployed,single,secondary,no,2573,no,no,cellular,24,375,2,-1,0,unknown,yes
35,blue-collar,single,secondary,no,74,yes,no,cellular,17,360,1,-1,0,unknown,no
49,technician,married,tertiary,no,523,yes,no,cellular,3,152,2,-1,0,unknown,yes
28,admin.,married,secondary,no,1595,no,no,cellular,9,268,1,254,4,success,yes
49,admin.,divorced,secondary,no,2169,yes,no,unknown,30,54,3,-1,0,unknown,no
54,technician,divorced,secondary,no,255,yes,no,unknown,27,140,2,-1,0,unknown,no
31,management,single,tertiary,no,58,no,no,cellular,29,207,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,2312,yes,no,telephone,14,109,3,-1,0,unknown,no
40,admin.,married,tertiary,no,10035,no,no,unknown,9,29,1,-1,0,unknown,no
52,blue-collar,married,tertiary,no,297,yes,no,cellular,18,62,2,195,1,failure,no
39,management,single,tertiary,no,168,no,no,cellular,28,56,9,-1,0,unknown,no
33,management,married,tertiary,no,137,yes,yes,cellular,21,70,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,134,no,no,cellular,29,200,7,-1,0,unknown,no
26,services,married,secondary,no,54,yes,no,unknown,13,116,1,-1,0,unknown,no
37,management,married,secondary,no,10,no,yes,cellular,2,164,1,250,2,failure,no
56,management,married,primary,no,199,yes,yes,cellular,4,331,2,209,1,failure,no
38,management,divorced,tertiary,no,4692,yes,no,unknown,29,1363,2,-1,0,unknown,yes
38,blue-collar,married,unknown,no,5,yes,no,unknown,7,221,2,-1,0,unknown,no
42,services,married,secondary,no,1376,yes,no,cellular,2,712,4,-1,0,unknown,yes
59,blue-collar,married,secondary,no,1635,yes,no,telephone,12,48,1,-1,0,unknown,no
25,student,single,secondary,no,154,no,no,cellular,2,382,1,183,3,success,yes
42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,115,2,-1,0,unknown,no
59,retired,married,secondary,no,566,no,no,cellular,12,464,4,-1,0,unknown,no
23,admin.,single,secondary,no,40,no,no,telephone,10,1239,1,-1,0,unknown,no
35,management,divorced,tertiary,no,26,no,no,cellular,16,78,2,-1,0,unknown,yes
41,self-employed,married,tertiary,no,0,yes,no,telephone,29,395,3,426,1,other,yes
66,housemaid,married,primary,no,40,no,no,telephone,14,290,2,-1,0,unknown,yes
40,admin.,married,secondary,no,1060,yes,no,cellular,17,14,3,-1,0,unknown,no
60,retired,married,secondary,no,8121,yes,yes,cellular,18,98,7,-1,0,unknown,no
33,technician,married,secondary,no,303,yes,no,cellular,3,355,1,301,5,success,yes
37,management,married,tertiary,no,2672,yes,no,cellular,11,549,1,-1,0,unknown,no
36,blue-collar,married,primary,no,287,yes,no,unknown,30,157,3,-1,0,unknown,no
59,housemaid,married,primary,no,0,no,no,unknown,5,307,1,-1,0,unknown,no
46,management,married,tertiary,no,0,yes,no,cellular,17,155,1,199,2,failure,no
39,management,married,tertiary,no,-606,yes,no,unknown,26,142,1,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,-497,yes,no,cellular,14,176,2,-1,0,unknown,no
35,technician,married,secondary,no,0,yes,yes,cellular,17,199,1,-1,0,unknown,no
59,retired,married,secondary,no,1035,yes,yes,cellular,5,223,1,-1,0,unknown,no
45,technician,divorced,secondary,no,2657,no,no,cellular,7,895,3,-1,0,unknown,yes
54,admin.,married,secondary,no,0,no,no,cellular,27,565,1,-1,0,unknown,yes
43,unemployed,single,tertiary,no,983,yes,no,cellular,26,97,1,-1,0,unknown,yes
34,admin.,single,secondary,no,88,yes,no,unknown,27,169,2,-1,0,unknown,no
59,retired,married,secondary,no,17769,no,no,cellular,19,322,3,-1,0,unknown,no
57,retired,married,secondary,no,519,yes,no,unknown,3,393,3,-1,0,unknown,no
26,admin.,single,secondary,no,102,no,yes,cellular,8,658,2,-1,0,unknown,yes
29,blue-collar,single,secondary,no,4574,yes,no,unknown,16,217,2,-1,0,unknown,no
